cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
LC13,720575941596734108,720575941596734108,720575940609585250,0.41,NA,0
LC13,720575941458411760,720575941458411760,720575940620697076,0.34,NA,0
Li17,720575941538685133,720575941538685133,720575940605010633,0.51,NA,0
Li17,720575941508240151,720575941525063682,720575940630591102,0.53,NA,0
LPLC4,720575941466742102,720575941466742102,720575940628073085,0.51,NA,0
LPLC1,720575941540148117,720575941627910694,720575940614373023,0.48,NA,0
T5d,720575941679526333,720575941679526333,720575940611523938,0.65,NA,0
HSE,720575941501878667,720575941501878667,720575940629148007,0.52,NA,0
LTe65,720575941491828681,720575941489941708,720575940627069712,0.53,NA,0
LTe64,720575941517322842,720575941521483703,720575940627549754,0.41,NA,0
MTe01b,720575941440793551,720575941440793551,720575940626977768,0.48,NA,0
LPLC4,720575941463066820,720575941411182763,720575940629357932,0.42,NA,0
aMe4,720575941557261476,720575941557261476,720575940624987143,0.3,NA,0
CB2287,720575941353919280,720575941521491635,720575940611793817,0.57,NA,0
LC6,720575941432876129,720575941478210625,720575940644940232,0.74,NA,0
aMe17b,720575941621233791,720575941551868671,720575940623271894,0.44,NA,0
"LT53,PLP098",720575941512664530,720575941492179431,720575940627069416,0.5,NA,0
AVLP151,720575941522302135,720575941461936836,720575940624269706,0.49,NA,0
MTe39,720575941605076409,720575941539089138,720575940633664407,0.28,NA,0
MTe51,720575941553477511,720575941553477511,720575940627547210,0.47,NA,0
T5d,720575941554962695,720575941554962695,720575940637536397,0.87,NA,0
LC10a,720575941550805821,720575941573063069,720575940613429782,0.78,NA,0
LC4,720575941566343063,720575941584497630,720575940617348379,0.69,NA,0
LC17,720575941688743919,720575941578128629,720575940632320568,0.72,NA,0
LPLC2,720575941461909700,720575941461909700,720575940615953302,0.47,NA,0
LC9,720575941604947446,720575941593038120,720575940612021475,0.5,NA,0
CB3858,720575941598179264,720575941598179264,720575940615254489,0.49,NA,0
LCe03,720575941465421142,720575941465421142,720575940613478678,0.5,NA,0
AVLP548_f,720575941555369473,720575941555369473,720575940626022013,0.49,NA,0
LC17,720575941613136870,720575941497437769,720575940620445318,0.52,NA,0
LPLC2,720575941536231914,720575941643810130,720575940645328436,0.45,NA,0
LC15,720575941659777816,720575941568266228,720575940631353898,0.51,NA,0
AVLP541b,720575941460060575,720575941491480014,720575940626119780,0.43,NA,0
LC17,720575941446238378,720575941436773164,720575940636234718,0.53,NA,0
LC15,720575941472319351,720575941687097100,720575940620608950,0.48,NA,0
LCe03,720575941630178086,720575941630178086,720575940621633889,0.54,NA,0
LC24,720575941429622447,720575941429622447,720575940612896485,0.44,NA,0
Y12,720575941478166634,720575941478166634,720575940625116092,0.42,NA,0
LC12,720575941440257343,720575941511751378,720575940637122111,0.51,NA,0
LMt4,720575941504813477,720575941504813477,720575940621778158,0.38,NA,0
CB1959,720575941559700974,720575941559700974,720575940633410923,0.43,NA,0
LC12,720575941550098036,720575941550098036,720575940603077600,0.4,NA,0
LPLC1,720575941600079296,720575941565774434,720575940632086573,0.4,NA,0
LC4,720575941577122905,720575941577122905,720575940636957006,0.43,NA,0
LPLC1,720575941440799573,720575941440799573,720575940634361336,0.51,NA,0
Li05,720575941538965709,720575941538965709,720575940631378380,0.48,NA,0
MTe54,720575941687089164,720575941687089164,720575940615630247,0.42,NA,0
LPi01,720575941563199586,720575941563199586,720575940638161630,0.42,NA,0
T4b,720575941686969100,720575941686969100,720575940610493560,0.64,NA,0
SAD014,720575941428641108,720575941515795043,720575940640597237,0.25,NA,0
Pm12,720575941429044308,720575941579173465,720575940623133097,0.47,NA,0
PLP032,720575941621276031,720575941408701614,720575940630847196,0.43,NA,0
aMe4,720575941412339883,720575941514237393,720575940621596587,0.29,NA,0
LPT28,720575941505040983,720575941437955858,720575940620898324,0.49,NA,0
LTe24,720575941538634728,720575941645560481,720575940623043939,0.46,NA,0
cM03,720575941516936035,720575941593346600,720575940632396615,0.35,NA,0
cLP03,720575941574646856,720575941701526746,720575940609343089,0.4,NA,0
MeMe_e02,720575941438499116,720575941438499116,720575940630668538,0.43,NA,0
AVLP544,720575941566389558,720575941566389558,720575940634854554,0.5,NA,0
MeMe_e04,720575941577291112,720575941625632876,720575940632076751,0.28,NA,0
VSm,720575941520624750,720575941483708346,720575940608152962,0.41,NA,0
VS8,720575941494656176,720575941484163325,720575940633923298,0.59,NA,0
aMe13,720575941479384426,720575941539389938,720575940623286271,0.52,NA,0
MTe08,720575941477965873,720575941550237501,720575940624840423,0.32,NA,0
LC19,720575941554752647,720575941578708313,720575940606696382,0.52,NA,0
LPLC4,720575941625140732,720575941477914177,720575940623945194,0.41,NA,0
aMe10,720575941449101076,720575941598555804,720575940625733453,0.48,NA,0
LPLC4,720575941550033213,720575941550033213,720575940613984578,0.49,NA,0
LTe27,720575941467971350,720575941467971350,720575940629638262,0.54,NA,0
LT52,720575941577103286,720575941486613570,720575940620982192,0.49,NA,0
PVLP108,720575941491192782,720575941491192782,720575940626105481,0.45,NA,0
MTe01b,720575941439946325,720575941439946325,720575940620695243,0.19,NA,0
MTe01b,720575941576765071,720575941578563921,720575940606505090,0.47,NA,0
LC19,720575941460081136,720575941554304795,720575940638681203,0.55,NA,0
LPLC4,720575941557487588,720575941492061415,720575940622560094,0.47,NA,0
MTe01b,720575941527851853,720575941644739272,720575940631083053,0.37,NA,0
LC4,720575941473328170,720575941473328170,720575940628699560,0.42,NA,0
LPLC4,720575941432376312,720575941595597605,720575940625925450,0.69,NA,0
LPLC4,720575941441310037,720575941589531703,720575940621514093,0.51,NA,0
MTe01b,720575941592408460,720575941549764129,720575940634307553,0.31,NA,0
LC11,720575941481721986,720575941681459389,720575940622864107,0.53,NA,0
LPLC4,720575941611572838,720575941611572838,720575940619159233,0.47,NA,0
LPLC4,720575941561496435,720575941474484576,720575940627471619,0.23,NA,0
CB3861,720575941525278795,720575941512309580,720575940603123936,0.42,NA,0
LT51,720575941412251051,720575941515597891,720575940655000737,0.53,NA,0
LPLC2,720575941640489077,720575941564748178,720575940618927892,0.48,NA,0
LPLC2,720575941486685958,720575941486685958,720575940626384200,0.28,NA,0
LPLC4,720575941574657019,720575941574657019,720575940613238418,0.49,NA,0
LPLC2,720575941602461686,720575941602461686,720575940625216202,0.45,NA,0
LPLC2,720575941537296789,720575941537296789,720575940627553923,0.44,NA,0
LPLC2,720575941664770940,720575941558445583,720575940610681829,0.49,NA,0
LPLC4,720575941567451495,720575941653476369,720575940619159233,0.45,NA,0
LPLC2,720575941473243712,720575941466250582,720575940618927892,0.44,NA,0
Li10,720575941551705855,720575941551705855,720575940636710775,0.51,NA,0
LPLC2,720575941468056662,720575941466059798,720575940612096462,0.37,NA,0
LPLC1,720575941625327612,720575941652983313,720575940616403771,0.4,NA,0
AVLP541a,720575941658757912,720575941658757912,720575940630836280,0.43,NA,0
LC31a,720575941409788846,720575941506966562,720575940622928764,0.48,NA,0
LTe53,720575941540582781,720575941540582781,720575940635404143,0.47,NA,0
LC4,720575941524242935,720575941481537222,720575940628064260,0.52,NA,0
LT63,720575941460239775,720575941593447720,720575940628643144,0.3,NA,0
LC22,720575941477911601,720575941391932310,720575940616180881,0.51,NA,0
LC4,720575941409784750,720575941476985194,720575940612380723,0.52,NA,0
cLPL01,720575941632238316,720575941632238316,720575940607673730,0.32,NA,0
MTe01b,720575941513601859,720575941513601859,720575940617725086,0.47,NA,0
LPLC1,720575941470328640,720575941470328640,720575940625031426,0.56,NA,0
LC4,720575941573241353,720575941573241353,720575940628064260,0.44,NA,0
LPLC2,720575941460138143,720575941504806565,720575940619263937,0.47,NA,0
LC15,720575941626864586,720575941511464914,720575940629515258,0.44,NA,0
LPLC1,720575941615697049,720575941615697049,720575940639172816,0.56,NA,0
LPLC2,720575941446061482,720575941531101925,720575940648418425,0.41,NA,0
Li16,720575941459698899,720575941459698899,720575940635796671,0.48,NA,0
LPLC2,720575941565484295,720575941565484295,720575940612560680,0.45,NA,0
CB3859,720575941404855408,720575941404855408,720575940616592704,0.4,NA,0
LPLC2,720575941460226886,720575941460226886,720575940624359093,0.36,NA,0
LPLC2,720575941591098764,720575941591098764,720575940622009284,0.38,NA,0
LPLC2,720575941552883774,720575941552883774,720575940623652083,0.67,NA,0
LTe38b,720575941450714446,720575941450714446,720575940624473904,0.41,NA,0
LLPt,720575941596507429,720575941448572509,720575940622354102,0.35,NA,0
LPLC2,720575941494320304,720575941598433180,720575940617997241,0.48,NA,0
Lat,720575941615092243,720575941536661697,720575940630282039,0.23,NA,0
LC4,720575941652111377,720575941652111377,720575940628454522,0.56,NA,0
MTe10,720575941415441044,720575941538896765,720575940606137772,0.31,NA,0
LC37,720575941483274950,720575941483274950,720575940627412123,0.5,NA,0
LC21,720575941538067939,720575941538067939,720575940624039655,0.66,NA,0
LPLC1,720575941556761892,720575941556761892,720575940626324755,0.51,NA,0
LC17,720575941629899490,720575941629899490,720575940621306956,0.51,NA,0
LPLC2,720575941543608412,720575941501952651,720575940655750305,0.46,NA,0
LPLC2,720575941508270871,720575941483701245,720575940614067167,0.46,NA,0
LC22,720575941642079845,720575941642079845,720575940620877147,0.51,NA,0
LC22,720575941692065688,720575941624545691,720575940647068451,0.44,NA,0
LC17,720575941440556607,720575941541351709,720575940623714584,0.5,NA,0
LC22,720575941612189542,720575941612189542,720575940604268972,0.44,NA,0
LC22,720575941484999565,720575941484999565,720575940623828884,0.51,NA,0
LC17,720575941505375426,720575941458849520,720575940630219851,0.49,NA,0
LT52,720575941507923329,720575941507923329,720575940621008213,0.45,NA,0
LC17,720575941565343122,720575941596910236,720575940611423411,0.48,NA,0
LC17,720575941525636633,720575941525636633,720575940614430623,0.44,NA,0
LC39,720575941459120031,720575941459120031,720575940624714057,0.44,NA,0
LC46,720575941534443907,720575941519388888,720575940626071054,0.49,NA,0
LT70,720575941477041258,720575941477041258,720575940630581323,0.51,NA,0
LC9,720575941646116728,720575941414602897,720575940617978789,0.45,NA,0
LC9,720575941575337737,720575941575337737,720575940616677121,0.5,NA,0
Tlp1,720575941585103070,720575941585103070,720575940633347097,0.48,NA,0
LC17,720575941511394258,720575941511394258,720575940630970425,0.55,NA,0
LC17,720575941409801131,720575941409801131,720575940640987776,0.5,NA,0
LC22,720575941554886535,720575941478992770,720575940622223203,0.54,NA,0
Li03,720575941634937019,720575941393256452,720575940626645506,0.49,NA,0
LC13,720575941512653265,720575941512653265,720575940613664790,0.59,NA,0
Li09,720575941596045605,720575941539421938,720575940633026385,0.45,NA,0
LC15,720575941460886672,720575941460886672,720575940634065087,0.54,NA,0
Tlp14,720575941525843993,720575941525843993,720575940632319277,0.49,NA,0
Li10,720575941599211817,720575941599211817,720575940628565391,0.4,NA,0
LC46,720575941652075281,720575941652075281,720575940621073243,0.52,NA,0
MTe51,720575941472507659,720575941643574885,720575940614259679,0.35,NA,0
Li05,720575941520636632,720575941592090219,720575940621657980,0.52,NA,0
LPLC2,720575941552888730,720575941552888730,720575940612874536,0.49,NA,0
LC15,720575941477640257,720575941477640257,720575940611439587,0.5,NA,0
LC41,720575941429885359,720575941429885359,720575940624949379,0.53,NA,0
LC20a,720575941667009011,720575941667009011,720575940609742347,0.42,NA,0
LC22,720575941451397191,720575941451397191,720575940616040153,0.44,NA,0
LC44,720575941616618649,720575941490576693,720575940626701886,0.47,NA,0
LLPC1,720575941548326836,720575941568154994,720575940635515232,0.31,NA,0
LC15,720575941657211928,720575941657211928,720575940609548920,0.47,NA,0
MTe51,720575941605056446,720575941605056446,720575940629730064,0.35,NA,0
LPi10,720575941604171705,720575941604171705,720575940633885651,0.52,NA,0
LC12,720575941461178694,720575941546048692,720575940623208269,0.51,NA,0
LC18,720575941516809977,720575941687263350,720575940618824256,0.46,NA,0
LC12,720575941574888457,720575941574888457,720575940626752655,0.57,NA,0
LPTe02,720575941633775803,720575941633775803,720575940618382292,0.28,NA,0
LT52,720575941516219459,720575941552053566,720575940631506463,0.46,NA,0
Li01,720575941653626353,720575941485068098,720575940631455503,0.54,NA,0
LPC2,720575941627465273,720575941627465273,720575940615114914,0.46,NA,0
Li10,720575941493616254,720575941493616254,720575940615535250,0.49,NA,0
LC12,720575941571184798,720575941571184798,720575940627089424,0.49,NA,0
LC6,720575941465715030,720575941465715030,720575940610485145,0.51,NA,0
LC9,720575941438295263,720575941438295263,720575940620542746,0.37,NA,0
LC12,720575941546486964,720575941546486964,720575940622739529,0.59,NA,0
LC26,720575941603842489,720575941603842489,720575940614801055,0.51,NA,0
LC17,720575941499162953,720575941499162953,720575940615801430,0.49,NA,0
LPC2,720575941516280163,720575941516280163,720575940614808883,0.45,NA,0
LC26,720575941550596095,720575941550596095,720575940633178764,0.52,NA,0
LC40,720575941483753146,720575941483753146,720575940631785261,0.43,NA,0
LC12,720575941577342390,720575941391420164,720575940611926186,0.48,NA,0
Li15,720575941565687040,720575941690287768,720575940628623612,0.46,NA,0
LC12,720575941593959531,720575941593959531,720575940613337041,0.52,NA,0
LLPC2,720575941560752755,720575941560752755,720575940639803445,0.45,NA,0
Li10,720575941579763289,720575941668197107,720575940621563757,0.52,NA,0
Li10,720575941578334297,720575941578334297,720575940631173596,0.43,NA,0
LC18,720575941629051174,720575941629051174,720575940617945649,0.34,NA,0
LC15,720575941721719098,720575941721719098,720575940622511507,0.51,NA,0
LC13,720575941577134937,720575941577134937,720575940627564135,0.36,NA,0
LLPC1,720575941462562500,720575941615970773,720575940627329798,0.31,NA,0
LC10a,720575941517859731,720575941473955643,720575940629852239,0.51,NA,0
LLPC2,720575941566705710,720575941566705710,720575940624062355,0.59,NA,0
LC18,720575941688026607,720575941688026607,720575940618064950,0.48,NA,0
LC26,720575941596770949,720575941596770949,720575940633978963,0.47,NA,0
LLPC1,720575941633210604,720575941593764645,720575940646118276,0.42,NA,0
LC24,720575941594513771,720575941450169525,720575940617473419,0.46,NA,0
LC12,720575941662014776,720575941662014776,720575940627846955,0.56,NA,0
LC12,720575941613110492,720575941613110492,720575940644044823,0.38,NA,0
LC29,720575941432908897,720575941519571895,720575940623852996,0.3,NA,0
LC26,720575941483038394,720575941483038394,720575940638955864,0.49,NA,0
LPi08,720575941552902298,720575941552902298,720575940626622595,0.49,NA,0
Y1,720575941486284429,720575941486284429,720575940632092227,0.45,NA,0
Li05,720575941484182970,720575941484182970,720575940631155963,0.52,NA,0
LC12,720575941545827764,720575941545827764,720575940626187602,0.54,NA,0
Li05,720575941598531264,720575941598531264,720575940636332143,0.46,NA,0
LC26,720575941414598036,720575941414598036,720575940614662195,0.54,NA,0
LLPC3,720575941580277369,720575941580277369,720575940620043979,0.46,NA,0
LC16,720575941597197425,720575941549552957,720575940626462184,0.47,NA,0
LC15,720575941595123077,720575941595123077,720575940614526770,0.4,NA,0
Mi1,720575941576632463,720575941496555136,720575940616893638,0.54,NA,0
Li09,720575941438108127,720575941438108127,720575940620972453,0.48,NA,0
